"X","Region","Risk","Outcome","PAF","Country","Risk.reduction.policy","Mortality.reduction.policy","Risk.reduction.tax","Mortality.reduction.tax","NCD.cause.grouping","NCD4","self_harm"
7244,"Low SDI","Smoking","Chronic obstructive pulmonary disease",0.252,"Rwanda",0.201136,0.050686272,0.389184,0.098074368,"Chronic respiratory diseases","yes","no"
7245,"Low SDI","Smoking","Intracerebral hemorrhage",0.111,"Rwanda",0.201136,0.022326096,0.389184,0.043199424,"Haemorrhagic stroke","yes","no"
7246,"Low SDI","Smoking","Ischemic heart disease",0.111,"Rwanda",0.201136,0.022326096,0.389184,0.043199424,"Ischaemic heart disease","yes","no"
7247,"Low SDI","Smoking","Larynx cancer",0.396,"Rwanda",0.201136,0.079649856,0.389184,0.154116864,"Upper aerodigestive tract cancers","yes","no"
7248,"Low SDI","Smoking","Lip and oral cavity cancer",0.174,"Rwanda",0.201136,0.034997664,0.389184,0.067718016,"Upper aerodigestive tract cancers","yes","no"
7249,"Low SDI","Smoking","Nasopharynx cancer",0.182,"Rwanda",0.201136,0.036606752,0.389184,0.070831488,"Upper aerodigestive tract cancers","yes","no"
7250,"Low SDI","Smoking","Esophageal cancer",0.164,"Rwanda",0.201136,0.032986304,0.389184,0.063826176,"Upper aerodigestive tract cancers","yes","no"
7251,"Low SDI","Smoking","Prostate cancer",0.012,"Rwanda",0.201136,0.002413632,0.389184,0.004670208,"Prostate cancer","yes","no"
7252,"Low SDI","Smoking","Tracheal, bronchus, and lung cancer",0.444,"Rwanda",0.201136,0.089304384,0.389184,0.172797696,"Lung cancer","yes","no"
7253,"Middle SDI","Alcohol","Alcohol use disorders",1,"Saint Lucia",0.269,0.269,0.1225,0.1225,"All other noncommunicable diseases","no","no"
7254,"Middle SDI","Alcohol","Alcoholic cardiomyopathy",1,"Saint Lucia",0.269,0.269,0.1225,0.1225,"All other cardiovascular diseases","yes","no"
7255,"Middle SDI","Alcohol","Assault by firearm",0.201,"Saint Lucia",0.269,0.054069,0.1225,0.0246225,NA,"no","no"
7256,"Middle SDI","Alcohol","Assault by other means",0.134,"Saint Lucia",0.269,0.036046,0.1225,0.016415,NA,"no","no"
7257,"Middle SDI","Alcohol","Assault by sharp object",0.164,"Saint Lucia",0.269,0.044116,0.1225,0.02009,NA,"no","no"
7258,"Middle SDI","Alcohol","Cirrhosis and other chronic liver diseases due to alcohol use",1,"Saint Lucia",0.269,0.269,0.1225,0.1225,"All other noncommunicable diseases","no","no"
7259,"Middle SDI","Alcohol","Colon and rectum cancer",0.114,"Saint Lucia",0.269,0.030666,0.1225,0.013965,"Colon and rectum cancer","yes","no"
7260,"Middle SDI","Alcohol","Cyclist road injuries",0.15,"Saint Lucia",0.269,0.04035,0.1225,0.018375,"All other noncommunicable diseases","no","no"
7261,"Middle SDI","Alcohol","Drug-susceptible tuberculosis",0.232,"Saint Lucia",0.269,0.062408,0.1225,0.02842,NA,"no","no"
7262,"Middle SDI","Alcohol","Idiopathic epilepsy",0.187,"Saint Lucia",0.269,0.050303,0.1225,0.0229075,"All other noncommunicable diseases","no","no"
7263,"Middle SDI","Alcohol","Extensively drug-resistant tuberculosis",0.306,"Saint Lucia",0.269,0.082314,0.1225,0.037485,NA,"no","no"
7264,"Middle SDI","Alcohol","Intracerebral hemorrhage",0.158,"Saint Lucia",0.269,0.042502,0.1225,0.019355,"Haemorrhagic stroke","yes","no"
7265,"Middle SDI","Alcohol","Hypertensive heart disease",0.143,"Saint Lucia",0.269,0.038467,0.1225,0.0175175,"All other cardiovascular diseases","yes","no"
7266,"Middle SDI","Alcohol","Larynx cancer",0.26,"Saint Lucia",0.269,0.06994,0.1225,0.03185,"Upper aerodigestive tract cancers","yes","no"
7267,"Middle SDI","Alcohol","Lip and oral cavity cancer",0.376,"Saint Lucia",0.269,0.101144,0.1225,0.04606,"Upper aerodigestive tract cancers","yes","no"
7268,"Middle SDI","Alcohol","Liver cancer due to alcohol use",1,"Saint Lucia",0.269,0.269,0.1225,0.1225,"Liver cancer","yes","no"
7269,"Middle SDI","Alcohol","Motor vehicle road injuries",0.118,"Saint Lucia",0.269,0.031742,0.1225,0.014455,"All other noncommunicable diseases","no","no"
7270,"Middle SDI","Alcohol","Motorcyclist road injuries",0.153,"Saint Lucia",0.269,0.041157,0.1225,0.0187425,"All other noncommunicable diseases","no","no"
7271,"Middle SDI","Alcohol","Multidrug-resistant tuberculosis without extensive drug resistance",0.293,"Saint Lucia",0.269,0.078817,0.1225,0.0358925,NA,"no","no"
7272,"Middle SDI","Alcohol","Nasopharynx cancer",0.427,"Saint Lucia",0.269,0.114863,0.1225,0.0523075,"Upper aerodigestive tract cancers","yes","no"
7273,"Middle SDI","Alcohol","Esophageal cancer",0.308,"Saint Lucia",0.269,0.082852,0.1225,0.03773,"Upper aerodigestive tract cancers","yes","no"
7274,"Middle SDI","Alcohol","Other pharynx cancer",0.308,"Saint Lucia",0.269,0.082852,0.1225,0.03773,"Upper aerodigestive tract cancers","yes","no"
7275,"Middle SDI","Alcohol","Other road injuries",0.141,"Saint Lucia",0.269,0.037929,0.1225,0.0172725,"All other noncommunicable diseases","no","no"
7276,"Middle SDI","Alcohol","Other transport injuries",0.126,"Saint Lucia",0.269,0.033894,0.1225,0.015435,"All other noncommunicable diseases","no","no"
7277,"Middle SDI","Alcohol","Pancreatitis",0.295,"Saint Lucia",0.269,0.079355,0.1225,0.0361375,"All other noncommunicable diseases","no","no"
7278,"Middle SDI","Alcohol","Pedestrian road injuries",0.145,"Saint Lucia",0.269,0.039005,0.1225,0.0177625,"All other noncommunicable diseases","no","no"
7279,"Middle SDI","Alcohol","Self-harm by firearm",0.222,"Saint Lucia",0.269,0.059718,0.1225,0.027195,"All other noncommunicable diseases","no","yes"
7280,"Middle SDI","Alcohol","Self-harm by other specified means",0.179,"Saint Lucia",0.269,0.048151,0.1225,0.0219275,"All other noncommunicable diseases","no","yes"
7281,"Middle SDI","Smoking","All causes",0.13,"Saint Lucia",0.201136,0.02614768,0.420672,0.05468736,NA,"no","no"
7282,"Middle SDI","Smoking","Aortic aneurysm",0.161,"Saint Lucia",0.201136,0.032382896,0.420672,0.067728192,"All other cardiovascular diseases","yes","no"
7283,"Middle SDI","Smoking","Asthma",0.144,"Saint Lucia",0.201136,0.028963584,0.420672,0.060576768,"Chronic respiratory diseases","yes","no"
7284,"Middle SDI","Smoking","Bladder cancer",0.158,"Saint Lucia",0.201136,0.031779488,0.420672,0.066466176,"All other cancers","yes","no"
7285,"Middle SDI","Smoking","Chronic obstructive pulmonary disease",0.416,"Saint Lucia",0.201136,0.083672576,0.420672,0.174999552,"Chronic respiratory diseases","yes","no"
7286,"Middle SDI","Smoking","Drug-susceptible tuberculosis",0.107,"Saint Lucia",0.201136,0.021521552,0.420672,0.045011904,NA,"no","no"
7287,"Middle SDI","Smoking","Intracerebral hemorrhage",0.197,"Saint Lucia",0.201136,0.039623792,0.420672,0.082872384,"Haemorrhagic stroke","yes","no"
7288,"Middle SDI","Smoking","Hypertensive heart disease",0.133,"Saint Lucia",0.201136,0.026751088,0.420672,0.055949376,"All other cardiovascular diseases","yes","no"
7289,"Middle SDI","Smoking","Ischemic heart disease",0.162,"Saint Lucia",0.201136,0.032584032,0.420672,0.068148864,"Ischaemic heart disease","yes","no"
7290,"Middle SDI","Smoking","Ischemic stroke",0.147,"Saint Lucia",0.201136,0.029566992,0.420672,0.061838784,"Ischaemic stroke","yes","no"
7291,"Middle SDI","Smoking","Larynx cancer",0.469,"Saint Lucia",0.201136,0.094332784,0.420672,0.197295168,"Upper aerodigestive tract cancers","yes","no"
7292,"Middle SDI","Smoking","Lip and oral cavity cancer",0.269,"Saint Lucia",0.201136,0.054105584,0.420672,0.113160768,"Upper aerodigestive tract cancers","yes","no"
7293,"Middle SDI","Smoking","Liver cancer due to hepatitis B",0.109,"Saint Lucia",0.201136,0.021923824,0.420672,0.045853248,"Liver cancer","yes","no"
7294,"Middle SDI","Smoking","Liver cancer due to other causes",0.118,"Saint Lucia",0.201136,0.023734048,0.420672,0.049639296,"Liver cancer","yes","no"
7295,"Middle SDI","Smoking","Lower respiratory infections",0.195,"Saint Lucia",0.201136,0.03922152,0.420672,0.08203104,NA,"no","no"
7296,"Middle SDI","Smoking","Nasopharynx cancer",0.3,"Saint Lucia",0.201136,0.0603408,0.420672,0.1262016,"Upper aerodigestive tract cancers","yes","no"
7297,"Middle SDI","Smoking","Esophageal cancer",0.291,"Saint Lucia",0.201136,0.058530576,0.420672,0.122415552,"Upper aerodigestive tract cancers","yes","no"
7298,"Middle SDI","Smoking","Other cardiovascular and circulatory diseases",0.132,"Saint Lucia",0.201136,0.026549952,0.420672,0.055528704,"All other cardiovascular diseases","yes","no"
7299,"Middle SDI","Smoking","Peptic ulcer disease",0.173,"Saint Lucia",0.201136,0.034796528,0.420672,0.072776256,"All other noncommunicable diseases","no","no"
7300,"Middle SDI","Smoking","Peripheral artery disease",0.111,"Saint Lucia",0.201136,0.022326096,0.420672,0.046694592,"All other cardiovascular diseases","no","no"
7301,"Middle SDI","Smoking","Prostate cancer",0.027,"Saint Lucia",0.201136,0.005430672,0.420672,0.011358144,"Prostate cancer","yes","no"
7302,"Middle SDI","Smoking","Tracheal, bronchus, and lung cancer",0.502,"Saint Lucia",0.201136,0.100970272,0.420672,0.211177344,"Lung cancer","yes","no"
7303,"Middle SDI","Alcohol","Alcohol use disorders",1,"Saint Vincent and the Grenadines",0.269,0.269,0.1225,0.1225,"All other noncommunicable diseases","no","no"
7304,"Middle SDI","Alcohol","Alcoholic cardiomyopathy",1,"Saint Vincent and the Grenadines",0.269,0.269,0.1225,0.1225,"All other cardiovascular diseases","yes","no"
7305,"Middle SDI","Alcohol","Assault by firearm",0.201,"Saint Vincent and the Grenadines",0.269,0.054069,0.1225,0.0246225,NA,"no","no"
7306,"Middle SDI","Alcohol","Assault by other means",0.134,"Saint Vincent and the Grenadines",0.269,0.036046,0.1225,0.016415,NA,"no","no"
7307,"Middle SDI","Alcohol","Assault by sharp object",0.164,"Saint Vincent and the Grenadines",0.269,0.044116,0.1225,0.02009,NA,"no","no"
7308,"Middle SDI","Alcohol","Cirrhosis and other chronic liver diseases due to alcohol use",1,"Saint Vincent and the Grenadines",0.269,0.269,0.1225,0.1225,"All other noncommunicable diseases","no","no"
7309,"Middle SDI","Alcohol","Colon and rectum cancer",0.114,"Saint Vincent and the Grenadines",0.269,0.030666,0.1225,0.013965,"Colon and rectum cancer","yes","no"
7310,"Middle SDI","Alcohol","Cyclist road injuries",0.15,"Saint Vincent and the Grenadines",0.269,0.04035,0.1225,0.018375,"All other noncommunicable diseases","no","no"
7311,"Middle SDI","Alcohol","Drug-susceptible tuberculosis",0.232,"Saint Vincent and the Grenadines",0.269,0.062408,0.1225,0.02842,NA,"no","no"
7312,"Middle SDI","Alcohol","Idiopathic epilepsy",0.187,"Saint Vincent and the Grenadines",0.269,0.050303,0.1225,0.0229075,"All other noncommunicable diseases","no","no"
7313,"Middle SDI","Alcohol","Extensively drug-resistant tuberculosis",0.306,"Saint Vincent and the Grenadines",0.269,0.082314,0.1225,0.037485,NA,"no","no"
7314,"Middle SDI","Alcohol","Intracerebral hemorrhage",0.158,"Saint Vincent and the Grenadines",0.269,0.042502,0.1225,0.019355,"Haemorrhagic stroke","yes","no"
7315,"Middle SDI","Alcohol","Hypertensive heart disease",0.143,"Saint Vincent and the Grenadines",0.269,0.038467,0.1225,0.0175175,"All other cardiovascular diseases","yes","no"
7316,"Middle SDI","Alcohol","Larynx cancer",0.26,"Saint Vincent and the Grenadines",0.269,0.06994,0.1225,0.03185,"Upper aerodigestive tract cancers","yes","no"
7317,"Middle SDI","Alcohol","Lip and oral cavity cancer",0.376,"Saint Vincent and the Grenadines",0.269,0.101144,0.1225,0.04606,"Upper aerodigestive tract cancers","yes","no"
7318,"Middle SDI","Alcohol","Liver cancer due to alcohol use",1,"Saint Vincent and the Grenadines",0.269,0.269,0.1225,0.1225,"Liver cancer","yes","no"
7319,"Middle SDI","Alcohol","Motor vehicle road injuries",0.118,"Saint Vincent and the Grenadines",0.269,0.031742,0.1225,0.014455,"All other noncommunicable diseases","no","no"
7320,"Middle SDI","Alcohol","Motorcyclist road injuries",0.153,"Saint Vincent and the Grenadines",0.269,0.041157,0.1225,0.0187425,"All other noncommunicable diseases","no","no"
7321,"Middle SDI","Alcohol","Multidrug-resistant tuberculosis without extensive drug resistance",0.293,"Saint Vincent and the Grenadines",0.269,0.078817,0.1225,0.0358925,NA,"no","no"
7322,"Middle SDI","Alcohol","Nasopharynx cancer",0.427,"Saint Vincent and the Grenadines",0.269,0.114863,0.1225,0.0523075,"Upper aerodigestive tract cancers","yes","no"
7323,"Middle SDI","Alcohol","Esophageal cancer",0.308,"Saint Vincent and the Grenadines",0.269,0.082852,0.1225,0.03773,"Upper aerodigestive tract cancers","yes","no"
7324,"Middle SDI","Alcohol","Other pharynx cancer",0.308,"Saint Vincent and the Grenadines",0.269,0.082852,0.1225,0.03773,"Upper aerodigestive tract cancers","yes","no"
7325,"Middle SDI","Alcohol","Other road injuries",0.141,"Saint Vincent and the Grenadines",0.269,0.037929,0.1225,0.0172725,"All other noncommunicable diseases","no","no"
7326,"Middle SDI","Alcohol","Other transport injuries",0.126,"Saint Vincent and the Grenadines",0.269,0.033894,0.1225,0.015435,"All other noncommunicable diseases","no","no"
7327,"Middle SDI","Alcohol","Pancreatitis",0.295,"Saint Vincent and the Grenadines",0.269,0.079355,0.1225,0.0361375,"All other noncommunicable diseases","no","no"
7328,"Middle SDI","Alcohol","Pedestrian road injuries",0.145,"Saint Vincent and the Grenadines",0.269,0.039005,0.1225,0.0177625,"All other noncommunicable diseases","no","no"
7329,"Middle SDI","Alcohol","Self-harm by firearm",0.222,"Saint Vincent and the Grenadines",0.269,0.059718,0.1225,0.027195,"All other noncommunicable diseases","no","yes"
7330,"Middle SDI","Alcohol","Self-harm by other specified means",0.179,"Saint Vincent and the Grenadines",0.269,0.048151,0.1225,0.0219275,"All other noncommunicable diseases","no","yes"
7331,"Middle SDI","Smoking","All causes",0.13,"Saint Vincent and the Grenadines",0.201136,0.02614768,1,0.13,NA,"no","no"
7332,"Middle SDI","Smoking","Aortic aneurysm",0.161,"Saint Vincent and the Grenadines",0.201136,0.032382896,1,0.161,"All other cardiovascular diseases","yes","no"
7333,"Middle SDI","Smoking","Asthma",0.144,"Saint Vincent and the Grenadines",0.201136,0.028963584,1,0.144,"Chronic respiratory diseases","yes","no"
7334,"Middle SDI","Smoking","Bladder cancer",0.158,"Saint Vincent and the Grenadines",0.201136,0.031779488,1,0.158,"All other cancers","yes","no"
7335,"Middle SDI","Smoking","Chronic obstructive pulmonary disease",0.416,"Saint Vincent and the Grenadines",0.201136,0.083672576,1,0.416,"Chronic respiratory diseases","yes","no"
7336,"Middle SDI","Smoking","Drug-susceptible tuberculosis",0.107,"Saint Vincent and the Grenadines",0.201136,0.021521552,1,0.107,NA,"no","no"
7337,"Middle SDI","Smoking","Intracerebral hemorrhage",0.197,"Saint Vincent and the Grenadines",0.201136,0.039623792,1,0.197,"Haemorrhagic stroke","yes","no"
7338,"Middle SDI","Smoking","Hypertensive heart disease",0.133,"Saint Vincent and the Grenadines",0.201136,0.026751088,1,0.133,"All other cardiovascular diseases","yes","no"
7339,"Middle SDI","Smoking","Ischemic heart disease",0.162,"Saint Vincent and the Grenadines",0.201136,0.032584032,1,0.162,"Ischaemic heart disease","yes","no"
7340,"Middle SDI","Smoking","Ischemic stroke",0.147,"Saint Vincent and the Grenadines",0.201136,0.029566992,1,0.147,"Ischaemic stroke","yes","no"
7341,"Middle SDI","Smoking","Larynx cancer",0.469,"Saint Vincent and the Grenadines",0.201136,0.094332784,1,0.469,"Upper aerodigestive tract cancers","yes","no"
7342,"Middle SDI","Smoking","Lip and oral cavity cancer",0.269,"Saint Vincent and the Grenadines",0.201136,0.054105584,1,0.269,"Upper aerodigestive tract cancers","yes","no"
7343,"Middle SDI","Smoking","Liver cancer due to hepatitis B",0.109,"Saint Vincent and the Grenadines",0.201136,0.021923824,1,0.109,"Liver cancer","yes","no"
7344,"Middle SDI","Smoking","Liver cancer due to other causes",0.118,"Saint Vincent and the Grenadines",0.201136,0.023734048,1,0.118,"Liver cancer","yes","no"
7345,"Middle SDI","Smoking","Lower respiratory infections",0.195,"Saint Vincent and the Grenadines",0.201136,0.03922152,1,0.195,NA,"no","no"
7346,"Middle SDI","Smoking","Nasopharynx cancer",0.3,"Saint Vincent and the Grenadines",0.201136,0.0603408,1,0.3,"Upper aerodigestive tract cancers","yes","no"
7347,"Middle SDI","Smoking","Esophageal cancer",0.291,"Saint Vincent and the Grenadines",0.201136,0.058530576,1,0.291,"Upper aerodigestive tract cancers","yes","no"
7348,"Middle SDI","Smoking","Other cardiovascular and circulatory diseases",0.132,"Saint Vincent and the Grenadines",0.201136,0.026549952,1,0.132,"All other cardiovascular diseases","yes","no"
7349,"Middle SDI","Smoking","Peptic ulcer disease",0.173,"Saint Vincent and the Grenadines",0.201136,0.034796528,1,0.173,"All other noncommunicable diseases","no","no"
7350,"Middle SDI","Smoking","Peripheral artery disease",0.111,"Saint Vincent and the Grenadines",0.201136,0.022326096,1,0.111,"All other cardiovascular diseases","no","no"
7351,"Middle SDI","Smoking","Prostate cancer",0.027,"Saint Vincent and the Grenadines",0.201136,0.005430672,1,0.027,"Prostate cancer","yes","no"
7352,"Middle SDI","Smoking","Tracheal, bronchus, and lung cancer",0.502,"Saint Vincent and the Grenadines",0.201136,0.100970272,1,0.502,"Lung cancer","yes","no"
7353,"Low-middle SDI","Alcohol","Alcohol use disorders",1,"Samoa",0.269,0.269,0.1225,0.1225,"All other noncommunicable diseases","no","no"
7354,"Low-middle SDI","Alcohol","Alcoholic cardiomyopathy",1,"Samoa",0.269,0.269,0.1225,0.1225,"All other cardiovascular diseases","yes","no"
7355,"Low-middle SDI","Alcohol","Assault by firearm",0.103,"Samoa",0.269,0.027707,0.1225,0.0126175,NA,"no","no"
7356,"Low-middle SDI","Alcohol","Assault by sharp object",0.111,"Samoa",0.269,0.029859,0.1225,0.0135975,NA,"no","no"
7357,"Low-middle SDI","Alcohol","Cirrhosis and other chronic liver diseases due to alcohol use",1,"Samoa",0.269,0.269,0.1225,0.1225,"All other noncommunicable diseases","no","no"
7358,"Low-middle SDI","Alcohol","Drug-susceptible tuberculosis",0.199,"Samoa",0.269,0.053531,0.1225,0.0243775,NA,"no","no"
7359,"Low-middle SDI","Alcohol","Idiopathic epilepsy",0.112,"Samoa",0.269,0.030128,0.1225,0.01372,"All other noncommunicable diseases","no","no"
7360,"Low-middle SDI","Alcohol","Extensively drug-resistant tuberculosis",0.236,"Samoa",0.269,0.063484,0.1225,0.02891,NA,"no","no"
7361,"Low-middle SDI","Alcohol","Intracerebral hemorrhage",0.112,"Samoa",0.269,0.030128,0.1225,0.01372,"Haemorrhagic stroke","yes","no"
7362,"Low-middle SDI","Alcohol","Larynx cancer",0.151,"Samoa",0.269,0.040619,0.1225,0.0184975,"Upper aerodigestive tract cancers","yes","no"
7363,"Low-middle SDI","Alcohol","Lip and oral cavity cancer",0.238,"Samoa",0.269,0.064022,0.1225,0.029155,"Upper aerodigestive tract cancers","yes","no"
7364,"Low-middle SDI","Alcohol","Liver cancer due to alcohol use",1,"Samoa",0.269,0.269,0.1225,0.1225,"Liver cancer","yes","no"
7365,"Low-middle SDI","Alcohol","Multidrug-resistant tuberculosis without extensive drug resistance",0.201,"Samoa",0.269,0.054069,0.1225,0.0246225,NA,"no","no"
7366,"Low-middle SDI","Alcohol","Nasopharynx cancer",0.321,"Samoa",0.269,0.086349,0.1225,0.0393225,"Upper aerodigestive tract cancers","yes","no"
7367,"Low-middle SDI","Alcohol","Esophageal cancer",0.184,"Samoa",0.269,0.049496,0.1225,0.02254,"Upper aerodigestive tract cancers","yes","no"
7368,"Low-middle SDI","Alcohol","Other pharynx cancer",0.304,"Samoa",0.269,0.081776,0.1225,0.03724,"Upper aerodigestive tract cancers","yes","no"
7369,"Low-middle SDI","Alcohol","Pancreatitis",0.213,"Samoa",0.269,0.057297,0.1225,0.0260925,"All other noncommunicable diseases","no","no"
7370,"Low-middle SDI","Alcohol","Self-harm by firearm",0.106,"Samoa",0.269,0.028514,0.1225,0.012985,"All other noncommunicable diseases","no","yes"
7371,"Low-middle SDI","Smoking","Aortic aneurysm",0.175,"Samoa",0.1340965,0.023466888,0.449664,0.0786912,"All other cardiovascular diseases","yes","no"
7372,"Low-middle SDI","Smoking","Asthma",0.146,"Samoa",0.1340965,0.019578089,0.449664,0.065650944,"Chronic respiratory diseases","yes","no"
7373,"Low-middle SDI","Smoking","Bladder cancer",0.18,"Samoa",0.1340965,0.02413737,0.449664,0.08093952,"All other cancers","yes","no"
7374,"Low-middle SDI","Smoking","Chronic obstructive pulmonary disease",0.279,"Samoa",0.1340965,0.037412924,0.449664,0.125456256,"Chronic respiratory diseases","yes","no"
7375,"Low-middle SDI","Smoking","Extensively drug-resistant tuberculosis",0.101,"Samoa",0.1340965,0.013543747,0.449664,0.045416064,NA,"no","no"
7376,"Low-middle SDI","Smoking","Intracerebral hemorrhage",0.215,"Samoa",0.1340965,0.028830748,0.449664,0.09667776,"Haemorrhagic stroke","yes","no"
7377,"Low-middle SDI","Smoking","Hypertensive heart disease",0.134,"Samoa",0.1340965,0.017968931,0.449664,0.060254976,"All other cardiovascular diseases","yes","no"
7378,"Low-middle SDI","Smoking","Ischemic heart disease",0.173,"Samoa",0.1340965,0.023198695,0.449664,0.077791872,"Ischaemic heart disease","yes","no"
7379,"Low-middle SDI","Smoking","Ischemic stroke",0.156,"Samoa",0.1340965,0.020919054,0.449664,0.070147584,"Ischaemic stroke","yes","no"
7380,"Low-middle SDI","Smoking","Larynx cancer",0.5,"Samoa",0.1340965,0.06704825,0.449664,0.224832,"Upper aerodigestive tract cancers","yes","no"
7381,"Low-middle SDI","Smoking","Lip and oral cavity cancer",0.295,"Samoa",0.1340965,0.039558468,0.449664,0.13265088,"Upper aerodigestive tract cancers","yes","no"
7382,"Low-middle SDI","Smoking","Liver cancer due to alcohol use",0.158,"Samoa",0.1340965,0.021187247,0.449664,0.071046912,"Liver cancer","yes","no"
7383,"Low-middle SDI","Smoking","Liver cancer due to hepatitis B",0.168,"Samoa",0.1340965,0.022528212,0.449664,0.075543552,"Liver cancer","yes","no"
7384,"Low-middle SDI","Smoking","Liver cancer due to hepatitis C",0.134,"Samoa",0.1340965,0.017968931,0.449664,0.060254976,"Liver cancer","yes","no"
7385,"Low-middle SDI","Smoking","Liver cancer due to other causes",0.171,"Samoa",0.1340965,0.022930502,0.449664,0.076892544,"Liver cancer","yes","no"
7386,"Low-middle SDI","Smoking","Lower respiratory infections",0.119,"Samoa",0.1340965,0.015957484,0.449664,0.053510016,NA,"no","no"
7387,"Low-middle SDI","Smoking","Nasopharynx cancer",0.372,"Samoa",0.1340965,0.049883898,0.449664,0.167275008,"Upper aerodigestive tract cancers","yes","no"
7388,"Low-middle SDI","Smoking","Esophageal cancer",0.292,"Samoa",0.1340965,0.039156178,0.449664,0.131301888,"Upper aerodigestive tract cancers","yes","no"
7389,"Low-middle SDI","Smoking","Other cardiovascular and circulatory diseases",0.122,"Samoa",0.1340965,0.016359773,0.449664,0.054859008,"All other cardiovascular diseases","yes","no"
7390,"Low-middle SDI","Smoking","Pancreatic cancer",0.117,"Samoa",0.1340965,0.015689291,0.449664,0.052610688,"All other cancers","yes","no"
7391,"Low-middle SDI","Smoking","Peptic ulcer disease",0.15,"Samoa",0.1340965,0.020114475,0.449664,0.0674496,"All other noncommunicable diseases","no","no"
7392,"Low-middle SDI","Smoking","Peripheral artery disease",0.118,"Samoa",0.1340965,0.015823387,0.449664,0.053060352,"All other cardiovascular diseases","no","no"
7393,"Low-middle SDI","Smoking","Prostate cancer",0.021,"Samoa",0.1340965,0.002816027,0.449664,0.009442944,"Prostate cancer","yes","no"
7394,"Low-middle SDI","Smoking","Tracheal, bronchus, and lung cancer",0.811,"Samoa",0.1340965,0.108752262,0.449664,0.364677504,"Lung cancer","yes","no"
7395,"Low SDI","Alcohol","Alcohol use disorders",1,"Sao Tome and Principe",0.269,0.269,0.1225,0.1225,"All other noncommunicable diseases","no","no"
7396,"Low SDI","Alcohol","Alcoholic cardiomyopathy",1,"Sao Tome and Principe",0.269,0.269,0.1225,0.1225,"All other cardiovascular diseases","yes","no"
7397,"Low SDI","Alcohol","Cirrhosis and other chronic liver diseases due to alcohol use",1,"Sao Tome and Principe",0.269,0.269,0.1225,0.1225,"All other noncommunicable diseases","no","no"
7398,"Low SDI","Alcohol","Drug-susceptible tuberculosis",0.253,"Sao Tome and Principe",0.269,0.068057,0.1225,0.0309925,NA,"no","no"
7399,"Low SDI","Alcohol","Idiopathic epilepsy",0.138,"Sao Tome and Principe",0.269,0.037122,0.1225,0.016905,"All other noncommunicable diseases","no","no"
7400,"Low SDI","Alcohol","Extensively drug-resistant tuberculosis",0.15,"Sao Tome and Principe",0.269,0.04035,0.1225,0.018375,NA,"no","no"
7401,"Low SDI","Alcohol","Intracerebral hemorrhage",0.102,"Sao Tome and Principe",0.269,0.027438,0.1225,0.012495,"Haemorrhagic stroke","yes","no"
7402,"Low SDI","Alcohol","Hypertensive heart disease",0.111,"Sao Tome and Principe",0.269,0.029859,0.1225,0.0135975,"All other cardiovascular diseases","yes","no"
7403,"Low SDI","Alcohol","Larynx cancer",0.174,"Sao Tome and Principe",0.269,0.046806,0.1225,0.021315,"Upper aerodigestive tract cancers","yes","no"
7404,"Low SDI","Alcohol","Lip and oral cavity cancer",0.302,"Sao Tome and Principe",0.269,0.081238,0.1225,0.036995,"Upper aerodigestive tract cancers","yes","no"
7405,"Low SDI","Alcohol","Liver cancer due to alcohol use",1,"Sao Tome and Principe",0.269,0.269,0.1225,0.1225,"Liver cancer","yes","no"
7406,"Low SDI","Alcohol","Multidrug-resistant tuberculosis without extensive drug resistance",0.204,"Sao Tome and Principe",0.269,0.054876,0.1225,0.02499,NA,"no","no"
7407,"Low SDI","Alcohol","Nasopharynx cancer",0.329,"Sao Tome and Principe",0.269,0.088501,0.1225,0.0403025,"Upper aerodigestive tract cancers","yes","no"
7408,"Low SDI","Alcohol","Esophageal cancer",0.215,"Sao Tome and Principe",0.269,0.057835,0.1225,0.0263375,"Upper aerodigestive tract cancers","yes","no"
7409,"Low SDI","Alcohol","Other pharynx cancer",0.335,"Sao Tome and Principe",0.269,0.090115,0.1225,0.0410375,"Upper aerodigestive tract cancers","yes","no"
7410,"Low SDI","Alcohol","Pancreatitis",0.274,"Sao Tome and Principe",0.269,0.073706,0.1225,0.033565,"All other noncommunicable diseases","no","no"
7411,"Low SDI","Alcohol","Self-harm by firearm",0.142,"Sao Tome and Principe",0.269,0.038198,0.1225,0.017395,"All other noncommunicable diseases","no","yes"
7412,"Low SDI","Alcohol","Self-harm by other specified means",0.14,"Sao Tome and Principe",0.269,0.03766,0.1225,0.01715,"All other noncommunicable diseases","no","yes"
7413,"Low SDI","Smoking","Aortic aneurysm",0.128,"Sao Tome and Principe",0.184493,0.023615104,0.96,0.12288,"All other cardiovascular diseases","yes","no"
7414,"Low SDI","Smoking","Chronic obstructive pulmonary disease",0.252,"Sao Tome and Principe",0.184493,0.046492236,0.96,0.24192,"Chronic respiratory diseases","yes","no"
7415,"Low SDI","Smoking","Intracerebral hemorrhage",0.111,"Sao Tome and Principe",0.184493,0.020478723,0.96,0.10656,"Haemorrhagic stroke","yes","no"
7416,"Low SDI","Smoking","Ischemic heart disease",0.111,"Sao Tome and Principe",0.184493,0.020478723,0.96,0.10656,"Ischaemic heart disease","yes","no"
